보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
신흥671,1,경기도 부천시 옥산로 276-1,경기도 부천시 내동 196,37.51825886,126.7807926,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥669,1,경기도 부천시 수도로139번길 17,경기도 부천시 내동 197-2,37.51794923,126.780961,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥670,1,경기도 부천시 수도로 139,경기도 부천시 내동 200-1,37.51738699,126.7809535,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥676,1,경기도 부천시 수도로 149,경기도 부천시 내동 201,37.51777772,126.7817623,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥679,1,경기도 부천시 옥산로278번길 38,경기도 부천시 내동 202-3,37.51822932,126.7823583,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥674,1,경기도 부천시 수도로139번길 36,경기도 부천시 내동 205,37.51888684,126.7812704,,전용주,032-625-7236,경기도 부천시청,2020-10-22
신흥675,1,경기도 부천시 옥산로278번길 29,경기도 부천시 내동 210-1,37.51862839,126.7818277,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥1050,1,경기도 부천시 옥산로278번길 27,경기도 부천시 내동 210-3,37.51852731,126.781742,2013,,032-625-7236,경기도 부천시청,2020-10-22
신흥447,1,경기도 부천시 오정로 183-12,경기도 부천시 내동 212-32,37.52647936,126.7806645,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥448,1,경기도 부천시 오정로 183-16,경기도 부천시 내동 212-33,37.5265873,126.7805692,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥449,1,경기도 부천시 오정로 183-20,경기도 부천시 내동 212-34,37.52668804,126.7804784,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥450,1,경기도 부천시 오정로 183-24,경기도 부천시 내동 212-35,37.52687132,126.7801973,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥695,1,경기도 부천시 옥산로290번길 20,경기도 부천시 내동 213,37.51932296,126.7812872,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥696,1,경기도 부천시 옥산로290번길 20,경기도 부천시 내동 213,37.51932296,126.7812872,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥690,1,경기도 부천시 부천로391번길 60,경기도 부천시 내동 214-1,37.51910299,126.7812182,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥689,1,경기도 부천시 부천로391번길 54,경기도 부천시 내동 214-3,37.51914352,126.7816995,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥688,1,경기도 부천시 부천로391번길 44,경기도 부천시 내동 215-3,37.51909404,126.7822291,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥587,1,경기도 부천시 오정로 195-13,경기도 부천시 내동 219-12(연접),37.52698545,126.7814911,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥586,1,경기도 부천시 오정로 195-7,경기도 부천시 내동 219-13,37.52668995,126.7815101,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥588,1,경기도 부천시 오정로 195-14,경기도 부천시 내동 219-17,37.5271555,126.7818481,,전용주,032-625-7236,경기도 부천시청,2020-10-22
신흥250,1,경기도 부천시 삼작로96번길 31,경기도 부천시 내동 22,37.51889461,126.7720355,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥251,1,경기도 부천시 삼작로96번길 33,경기도 부천시 내동 22-1,37.5187687,126.7721535,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥239,1,경기도 부천시 신흥로389번길 48,경기도 부천시 내동 22-13,37.51858932,126.7725793,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥487,1,경기도 부천시 석천로442번길 90,경기도 부천시 내동 222-1,37.52869615,126.7732094,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥1077,1,경기도 부천시 오정로 133,경기도 부천시 내동 222-101,37.52598236,126.7751046,2013,전용주,032-625-7236,경기도 부천시청,2020-10-22
신흥1075,1,경기도 부천시 오정로133번길 14,경기도 부천시 내동 222-106,37.5264149,126.7751349,2013,전용주,032-625-7236,경기도 부천시청,2020-10-22
신흥1076,1,경기도 부천시 오정로133번길 12,경기도 부천시 내동 222-107,37.52631405,126.7751714,2013,전용주,032-625-7236,경기도 부천시청,2020-10-22
신흥457,1,경기도 부천시 오정로133번길 23,경기도 부천시 내동 222-117,37.52639923,126.7744788,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥455,1,경기도 부천시 오정로 131,경기도 부천시 내동 222-118,37.52615483,126.7748325,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥456,1,경기도 부천시 오정로 131,경기도 부천시 내동 222-118,37.52615483,126.7748325,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥458,1,경기도 부천시 오정로133번길 25,경기도 부천시 내동 222-13,37.52676962,126.7740478,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥459,1,경기도 부천시 오정로133번길 25,경기도 부천시 내동 222-13,37.52676962,126.7740478,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥485,1,,경기도 부천시 내동 222-150,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥484,1,,경기도 부천시 내동 222-2,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥441,1,경기도 부천시 신흥로469번길 26,경기도 부천시 내동 222-56,37.52515509,126.7759759,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥440,1,경기도 부천시 오정로134번길 9-10,경기도 부천시 내동 222-69,37.52523013,126.7756317,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥460,1,경기도 부천시 오정로133번길 44,경기도 부천시 내동 222-88,37.52741444,126.773892,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥829,1,경기도 부천시 부천로425번길 61,경기도 부천시 내동 229,37.52199345,126.7812478,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥240,1,경기도 부천시 신흥로389번길 54,경기도 부천시 내동 22-9,37.51855609,126.7721677,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥828,1,경기도 부천시 삼작로177번길 38,경기도 부천시 내동 229-2,37.52183123,126.7812256,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥761,1,경기도 부천시 부천로419번길 50,경기도 부천시 내동 231-1,37.52173165,126.7819454,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥830,1,경기도 부천시 부천로425번길 60,경기도 부천시 내동 232,37.52230702,126.7812559,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥831,1,경기도 부천시 부천로425번길 58,경기도 부천시 내동 232-1,37.52224957,126.7813737,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥853,1,경기도 부천시 부천로431번길 45,경기도 부천시 내동 232-2,37.52247809,126.7821649,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥854,1,경기도 부천시 부천로431번길 45,경기도 부천시 내동 232-2,37.52247809,126.7821649,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥834,1,경기도 부천시 부천로425번길 46,경기도 부천시 내동 232-3,37.52226172,126.7820977,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥833,1,경기도 부천시 부천로425번길 50,경기도 부천시 내동 232-4,37.52228646,126.7818306,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥832,1,경기도 부천시 부천로425번길 56,경기도 부천시 내동 232-5,37.52227878,126.7815773,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥855,1,경기도 부천시 삼작로177번길 54,경기도 부천시 내동 233-1,37.52249087,126.7812825,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥856,1,경기도 부천시 삼작로177번길 54,경기도 부천시 내동 233-1,37.52249087,126.7812825,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥907,1,경기도 부천시 부천로435번길 52,경기도 부천시 내동 237,37.52332782,126.7817281,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥905,1,경기도 부천시 삼작로177번길 70,경기도 부천시 내동 237-1,37.52337406,126.7813976,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥906,1,경기도 부천시 삼작로177번길 70,경기도 부천시 내동 237-1,37.52337406,126.7813976,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥927,1,경기도 부천시 부천로439번길 59,경기도 부천시 내동 238,37.52353989,126.7814197,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥908,1,경기도 부천시 부천로435번길 44,경기도 부천시 내동 239,37.52350128,126.7819809,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥925,1,경기도 부천시 부천로435번길 44,경기도 부천시 내동 239,37.52350128,126.7819809,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥909,1,경기도 부천시 부천로435번길 40,경기도 부천시 내동 241-1,37.52326808,126.7825563,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥910,1,경기도 부천시 부천로435번길 40,경기도 부천시 내동 241-1,37.52326808,126.7825563,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥923,1,경기도 부천시 부천로439번길 39,경기도 부천시 내동 241-3,37.52346614,126.7824652,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥924,1,경기도 부천시 부천로439번길 39,경기도 부천시 내동 241-3,37.52346614,126.7824652,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥263,1,경기도 부천시 신흥로393번길 24,경기도 부천시 내동 24-2,37.51879396,126.7740493,,건축물,032-625-7236,경기도 부천시청,2020-10-22
신흥918,1,,경기도 부천시 내동 243,,,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥919,1,,경기도 부천시 내동 243,,,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥920,1,,경기도 부천시 내동 243,,,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥921,1,경기도 부천시 부천로439번길 29,경기도 부천시 내동 243-2,37.52338054,126.7829542,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥848,1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 244,37.52277239,126.7834582,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥850,1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 244,37.52277239,126.7834582,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥851,1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 244,37.52277239,126.7834582,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥912,1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 244,37.52277239,126.7834582,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥913,1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 244,37.52277239,126.7834582,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥914,1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 244,37.52277239,126.7834582,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥911,1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 245,37.52277239,126.7834582,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥852,1,경기도 부천시 부천로431번길 36,경기도 부천시 내동 246-2,37.52281029,126.7825079,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥836,1,경기도 부천시 부천로425번길 40,경기도 부천시 내동 247-2,37.52228075,126.7826451,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥837,1,경기도 부천시 부천로425번길 40,경기도 부천시 내동 247-2,37.52228075,126.7826451,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥256,1,경기도 부천시 신흥로393번길 38,경기도 부천시 내동 24-8,37.51879957,126.7732167,2006,건축물,032-625-7236,경기도 부천시청,2020-10-22
신흥849,1,경기도 부천시 부천로425번길 22,경기도 부천시 내동 248-2,37.52226036,126.7833149,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥236,1,경기도 부천시 신흥로389번길 36,경기도 부천시 내동 25,37.51859066,126.7732807,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥838,1,경기도 부천시 부천로425번길 21,경기도 부천시 내동 250,37.52197185,126.7832116,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥839,1,경기도 부천시 부천로419번길 24,경기도 부천시 내동 251,37.52175184,126.7831218,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥835,1,경기도 부천시 부천로419번길 40,경기도 부천시 내동 252,37.52171461,126.7824748,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥233,1,,경기도 부천시 내동 25-3 (건물옥상),37.51852729,126.7740636,,건축물,032-625-7236,경기도 부천시청,2020-10-22
신흥757,1,경기도 부천시 부천로415번길 42,경기도 부천시 내동 253-4,37.52126757,126.7823992,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥762,1,경기도 부천시 부천로419번길 35,경기도 부천시 내동 254,37.52141571,126.7826024,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥763,1,경기도 부천시 부천로419번길 35,경기도 부천시 내동 254,37.52141571,126.7826024,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥764,1,경기도 부천시 부천로419번길 21,경기도 부천시 내동 254-1,37.5214497,126.7834485,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥765,1,경기도 부천시 부천로419번길 21,경기도 부천시 내동 254-1,37.5214497,126.7834485,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥766,1,경기도 부천시 부천로419번길 21,경기도 부천시 내동 254-1,37.5214497,126.7834485,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥756,1,경기도 부천시 부천로415번길 36,경기도 부천시 내동 255,37.52124997,126.7826255,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥753,1,경기도 부천시 부천로415번길 22,경기도 부천시 내동 255-3,37.52132729,126.7835167,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥754,1,경기도 부천시 부천로415번길 22,경기도 부천시 내동 255-3,37.52132729,126.7835167,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥758,1,경기도 부천시 부천로415번길 41,경기도 부천시 내동 256,37.5210259,126.7822913,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥262,1,경기도 부천시 신흥로393번길 27,경기도 부천시 내동 25-6,37.5185626,126.7736789,,,032-625-7236,경기도 부천시청,2020-10-22
신흥234,1,경기도 부천시 신흥로393번길 27,경기도 부천시 내동 25-7번지 건너편,37.5185626,126.7736789,,한전주,032-625-7236,경기도 부천시청,2020-10-22
신흥767,1,경기도 부천시 삼작로199번길 19,경기도 부천시 내동 258-1,37.52099883,126.7832461,2010,한전주,032-625-7236,경기도 부천시청,2020-10-22
